1	1366
2	1366
3	1364
4	1361
5	1361
6	1361
7	1322
8	1322
9	1322
10	1322
11	1322
12	1322
13	1322
14	1322
15	1322
16	1322
17	1322
18	1322
19	1322
20	1322
21	1322
22	1314
23	1314
24	1314
25	1314
26	1314
27	1314
28	1314
29	1314
30	1303
31	1303
32	1303
33	1303
34	1303
35	1303
36	1303
37	1303
38	1303
39	1303
40	1303
41	1303
42	1303
43	1303
44	1303
45	1303
46	1303
47	1303
48	1303
49	1303
50	1303
51	1290
52	1290
53	1290
54	1290
55	1290
56	1290
57	1290
58	1290
59	1290
60	1290
61	1290
62	1290
63	1290
64	1290
65	1290
66	1290
67	1290
68	1290
69	1290
70	1290
71	1290
72	1290
73	1290
74	1284
75	1284
76	1284
77	1284
78	1284
79	1284
80	1284
81	1284
82	1284
83	1284
84	1284
85	1284
86	1284
87	1284
88	1284
89	1284
90	1284
91	1284
92	1284
93	1284
94	1284
95	1284
96	1284
97	1284
98	1284
99	1284
100	1284
101	1284
102	1284
103	1284
104	1284
105	1284
106	1284
107	1284
108	1284
109	1284
110	1284
111	1284
112	1284
113	1284
114	1284
115	1284
116	1284
117	1284
118	1284
119	1284
120	1284
121	1284
122	1284
123	1284
124	1284
125	1284
126	1284
127	1284
128	1284
129	1284
130	1284
131	1284
132	1284
133	1284
134	1284
135	1284
136	1284
137	1284
138	1284
139	1284
140	1284
141	1284
142	1284
143	1284
144	1284
145	1284
146	1284
147	1284
148	1284
149	1283
150	1283
151	1283
152	1283
153	1283
154	1283
155	1283
156	1283
157	1283
158	1283
159	1283
160	1283
161	1283
162	1283
163	1283
164	1283
165	1283
166	1283
167	1283
168	1283
169	1283
170	1283
171	1283
172	1283
173	1283
174	1283
175	1283
176	1283
177	1283
178	1283
179	1283
180	1283
181	1283
182	1283
183	1283
184	1283
185	1283
186	1283
187	1283
188	1283
189	1283
190	1283
191	1283
192	1283
193	1283
194	1283
195	1283
196	1283
197	1283
198	1283
199	1283
200	1283
201	1283
202	1283
203	1283
204	1283
205	1283
206	1283
207	1283
208	1283
209	1283
210	1283
211	1283
212	1283
213	1283
214	1283
215	1283
216	1283
217	1283
218	1283
219	1283
220	1283
221	1283
222	1283
223	1283
224	1283
225	1283
226	1283
227	1283
228	1283
229	1283
230	1283
231	1283
232	1283
233	1283
234	1283
235	1283
236	1283
237	1283
238	1283
239	1283
240	1283
241	1283
242	1283
243	1283
244	1283
245	1283
246	1283
247	1283
248	1283
249	1283
250	1283
251	1283
252	1283
253	1283
254	1283
255	1283
256	1283
257	1283
258	1283
259	1283
260	1283
261	1283
262	1283
263	1283
264	1283
265	1283
266	1283
267	1283
268	1283
269	1283
270	1283
271	1283
272	1283
273	1283
274	1283
275	1283
276	1283
277	1283
278	1283
279	1283
280	1283
281	1283
282	1283
283	1283
284	1283
285	1283
286	1283
287	1283
288	1283
289	1283
290	1283
291	1283
292	1283
293	1283
294	1283
295	1283
296	1283
297	1283
298	1283
299	1283
300	1283
301	1283
302	1283
303	1283
304	1283
305	1283
306	1283
307	1283
308	1283
309	1283
310	1283
311	1283
312	1283
313	1283
314	1283
315	1283
316	1283
317	1283
318	1275
319	1275
320	1275
321	1275
322	1275
323	1275
324	1275
325	1275
326	1275
327	1275
328	1275
329	1275
330	1275
331	1275
332	1275
333	1275
334	1275
335	1275
336	1275
337	1275
338	1275
339	1275
340	1275
341	1275
342	1275
343	1275
344	1275
345	1275
346	1275
347	1275
348	1275
349	1275
350	1275
351	1275
352	1275
353	1275
354	1275
355	1275
356	1275
357	1275
358	1275
359	1275
360	1275
361	1275
362	1275
363	1275
364	1275
365	1275
366	1275
367	1275
368	1275
369	1275
370	1275
371	1275
372	1275
373	1275
374	1275
375	1275
376	1275
377	1275
378	1275
379	1275
380	1275
381	1275
382	1275
383	1275
384	1275
385	1275
386	1275
387	1275
388	1275
389	1275
390	1275
391	1275
392	1275
393	1275
394	1275
395	1275
396	1275
397	1275
398	1275
399	1275
400	1275
401	1275
402	1275
403	1275
404	1275
405	1275
406	1275
407	1275
408	1275
409	1275
410	1275
411	1275
412	1275
413	1275
414	1275
415	1275
416	1275
417	1275
418	1275
419	1275
420	1275
421	1275
422	1275
423	1275
424	1275
425	1275
426	1275
427	1275
428	1275
429	1275
430	1275
431	1275
432	1275
433	1275
434	1275
435	1275
436	1275
437	1275
438	1275
439	1275
440	1275
441	1275
442	1275
443	1275
444	1275
445	1275
446	1275
447	1275
448	1275
449	1275
450	1275
451	1275
452	1275
453	1275
454	1275
455	1275
456	1275
457	1275
458	1275
459	1275
460	1275
461	1269
462	1269
463	1269
464	1269
465	1269
466	1269
467	1269
468	1269
469	1269
470	1269
471	1269
472	1269
473	1269
474	1269
475	1269
476	1269
477	1269
478	1269
479	1269
480	1269
481	1269
482	1269
483	1269
484	1269
485	1269
486	1269
487	1269
488	1269
489	1269
490	1269
491	1269
492	1269
493	1269
494	1269
495	1269
496	1269
497	1269
498	1269
499	1269
500	1269
