56	2077	4.83	[5, 14, 19, 1, 18, 12, 8, 2, 17, 13, 4, 11, 10, 15, 0, 6, 9, 7, 3, 16]
57	2042	4.76	[5, 14, 3, 6, 13, 10, 2, 19, 0, 15, 8, 16, 18, 4, 11, 12, 17, 1, 9, 7]
58	2059	4.85	[3, 14, 5, 19, 4, 18, 2, 8, 1, 6, 13, 17, 16, 12, 10, 15, 11, 0, 7, 9]
59	2074	4.74	[2, 3, 14, 19, 1, 18, 0, 12, 4, 17, 15, 8, 13, 5, 10, 16, 11, 9, 6, 7]
60	2045	4.77	[2, 14, 1, 19, 8, 5, 13, 10, 6, 12, 17, 0, 4, 18, 15, 16, 11, 9, 3, 7]
61	2070	4.75	[14, 3, 19, 10, 2, 5, 12, 4, 1, 15, 6, 18, 13, 16, 8, 11, 17, 7, 0, 9]
62	2084	4.80	[15, 2, 14, 6, 13, 1, 19, 3, 0, 4, 12, 5, 17, 7, 11, 8, 10, 16, 18, 9]
63	2059	4.76	[2, 3, 14, 15, 13, 10, 6, 18, 12, 4, 19, 0, 17, 1, 8, 5, 16, 7, 11, 9]
64	1994	4.77	[19, 14, 13, 10, 3, 18, 8, 2, 1, 15, 17, 6, 12, 4, 5, 16, 11, 0, 9, 7]
65	2077	4.79	[14, 10, 18, 19, 17, 4, 6, 2, 1, 13, 5, 12, 9, 8, 15, 11, 0, 16, 3, 7]
66	2047	4.74	[19, 14, 1, 10, 12, 17, 2, 4, 13, 8, 15, 18, 11, 6, 5, 0, 9, 3, 16, 7]
67	2058	4.73	[19, 14, 1, 10, 15, 17, 11, 3, 8, 5, 2, 12, 6, 16, 18, 0, 4, 9, 13, 7]
68	2083	4.79	[19, 5, 14, 15, 3, 4, 10, 12, 8, 2, 1, 6, 18, 11, 13, 16, 17, 0, 7, 9]
69	2098	4.72	[18, 19, 14, 10, 2, 3, 8, 13, 16, 4, 9, 1, 11, 6, 5, 12, 17, 15, 0, 7]
70	2029	4.74	[19, 18, 14, 4, 1, 17, 2, 10, 8, 13, 5, 11, 15, 0, 12, 6, 3, 9, 16, 7]
71	2057	4.80	[3, 6, 5, 19, 2, 12, 8, 18, 14, 13, 10, 4, 0, 15, 17, 16, 11, 1, 9, 7]
72	2069	4.82	[14, 5, 15, 19, 10, 2, 13, 18, 0, 17, 3, 16, 4, 8, 7, 12, 1, 11, 6, 9]
73	2095	4.69	[6, 3, 19, 10, 4, 5, 15, 2, 18, 13, 14, 1, 16, 12, 8, 17, 11, 7, 0, 9]
74	2075	4.75	[3, 19, 14, 18, 6, 17, 4, 13, 5, 11, 15, 0, 1, 10, 2, 8, 12, 9, 16, 7]
75	2020	4.80	[19, 14, 5, 3, 2, 17, 18, 13, 6, 10, 11, 12, 15, 8, 16, 0, 4, 1, 9, 7]
76	2076	4.75	[19, 18, 5, 14, 15, 6, 4, 3, 17, 2, 16, 13, 8, 12, 1, 10, 9, 11, 0, 7]
77	2079	4.73	[18, 14, 13, 5, 3, 2, 12, 6, 1, 19, 17, 11, 10, 0, 4, 16, 7, 8, 15, 9]
78	2049	4.72	[19, 13, 2, 1, 15, 18, 6, 14, 17, 10, 16, 8, 12, 11, 5, 0, 7, 4, 9, 3]
79	2043	4.71	[19, 2, 5, 15, 13, 4, 6, 12, 1, 17, 14, 10, 16, 8, 18, 9, 11, 0, 7, 3]
80	2102	4.73	[6, 19, 12, 3, 8, 13, 10, 5, 2, 14, 0, 15, 18, 4, 17, 1, 16, 7, 11, 9]
81	2076	4.76	[2, 3, 14, 5, 13, 6, 18, 15, 0, 10, 4, 12, 8, 1, 19, 17, 16, 11, 7, 9]
82	2114	4.68	[14, 6, 1, 19, 18, 8, 13, 17, 12, 11, 10, 15, 5, 2, 0, 4, 9, 16, 3, 7]
83	2032	4.71	[14, 13, 2, 1, 10, 6, 19, 17, 12, 5, 15, 0, 4, 9, 11, 8, 3, 18, 16, 7]
84	2072	4.68	[14, 3, 19, 18, 2, 13, 10, 0, 15, 12, 1, 17, 4, 16, 11, 8, 6, 7, 5, 9]
85	2080	4.69	[19, 14, 10, 2, 17, 6, 18, 4, 12, 3, 9, 1, 8, 15, 11, 0, 13, 5, 16, 7]
86	2073	4.68	[5, 14, 3, 18, 2, 12, 19, 8, 0, 4, 17, 13, 1, 15, 11, 6, 9, 10, 16, 7]
87	2060	4.71	[18, 19, 14, 2, 4, 5, 12, 6, 15, 8, 1, 17, 13, 0, 10, 16, 11, 9, 3, 7]
88	2079	4.73	[19, 15, 14, 6, 1, 5, 2, 11, 4, 10, 0, 13, 8, 12, 18, 3, 17, 9, 7, 16]
89	2049	4.73	[19, 1, 5, 2, 15, 8, 18, 6, 12, 14, 4, 13, 11, 17, 0, 10, 16, 9, 3, 7]
90	2073	4.74	[5, 13, 3, 10, 18, 19, 11, 17, 6, 12, 2, 8, 14, 15, 0, 1, 9, 16, 4, 7]
91	2075	4.80	[18, 19, 6, 2, 17, 14, 3, 8, 13, 1, 10, 12, 16, 11, 0, 4, 5, 15, 9, 7]
92	2028	4.77	[14, 19, 18, 12, 5, 2, 1, 17, 4, 8, 15, 13, 6, 0, 10, 16, 11, 9, 7, 3]
93	2044	4.70	[19, 14, 2, 15, 0, 6, 13, 1, 10, 18, 11, 5, 12, 3, 17, 16, 8, 4, 9, 7]
94	2073	4.66	[15, 6, 19, 1, 10, 18, 4, 2, 11, 14, 13, 8, 5, 12, 17, 16, 0, 9, 3, 7]
95	2039	4.70	[14, 6, 19, 2, 13, 5, 4, 1, 18, 10, 12, 17, 3, 0, 8, 15, 16, 11, 9, 7]
96	2032	4.75	[19, 14, 5, 12, 2, 3, 4, 1, 8, 15, 13, 18, 6, 11, 17, 0, 10, 16, 9, 7]
97	2056	4.74	[6, 3, 19, 13, 2, 12, 4, 5, 14, 1, 18, 11, 15, 17, 16, 8, 0, 10, 9, 7]
98	2047	4.73	[19, 5, 13, 6, 10, 3, 14, 18, 2, 4, 0, 11, 15, 17, 12, 8, 1, 9, 16, 7]
99	2051	4.72	[14, 3, 4, 6, 18, 2, 8, 1, 15, 19, 17, 5, 13, 12, 10, 16, 11, 7, 0, 9]
