0	1640	4.23	[16, 17, 3, 8, 7, 9, 4, 12, 5, 10, 0, 2, 14, 13, 1, 11, 6, 19, 18, 15]
1	1619	4.27	[0, 16, 17, 11, 5, 13, 2, 12, 9, 10, 3, 8, 7, 18, 4, 1, 6, 14, 19, 15]
2	1697	4.27	[16, 7, 11, 0, 5, 19, 17, 9, 8, 13, 12, 18, 2, 15, 4, 1, 10, 14, 3, 6]
3	1659	4.21	[16, 9, 1, 12, 17, 4, 5, 7, 19, 0, 11, 18, 2, 6, 3, 14, 13, 8, 10, 15]
4	1649	4.24	[17, 0, 16, 5, 8, 11, 2, 3, 14, 9, 12, 4, 1, 7, 10, 15, 6, 19, 18, 13]
5	1678	4.27	[16, 7, 9, 17, 12, 0, 4, 18, 11, 19, 14, 13, 2, 8, 1, 5, 6, 3, 10, 15]
6	1681	4.30	[8, 0, 1, 5, 19, 16, 9, 2, 7, 3, 4, 17, 14, 10, 13, 11, 12, 6, 18, 15]
7	1659	4.20	[0, 12, 17, 16, 8, 7, 2, 10, 4, 1, 3, 15, 5, 11, 9, 18, 14, 6, 13, 19]
8	1646	4.26	[17, 9, 11, 0, 16, 8, 7, 6, 2, 3, 12, 13, 5, 14, 19, 1, 4, 18, 10, 15]
9	1695	4.20	[17, 14, 3, 2, 12, 0, 19, 16, 5, 11, 10, 1, 8, 9, 4, 15, 7, 18, 6, 13]
10	1672	4.22	[7, 8, 9, 12, 4, 1, 2, 11, 3, 17, 16, 0, 10, 14, 13, 5, 6, 18, 19, 15]
11	1667	4.21	[0, 17, 12, 16, 3, 9, 10, 13, 1, 11, 5, 8, 4, 7, 19, 14, 6, 2, 18, 15]
12	1676	4.31	[2, 0, 11, 1, 16, 6, 9, 12, 18, 17, 4, 8, 5, 19, 10, 7, 3, 14, 13, 15]
13	1665	4.25	[16, 0, 17, 8, 2, 18, 11, 5, 7, 10, 4, 6, 13, 12, 3, 9, 1, 14, 19, 15]
14	1659	4.39	[9, 13, 12, 17, 11, 0, 10, 8, 16, 19, 5, 1, 2, 3, 7, 4, 6, 14, 18, 15]
15	1670	4.23	[17, 0, 1, 18, 2, 4, 13, 12, 8, 16, 5, 11, 3, 10, 7, 9, 6, 19, 14, 15]
16	1697	4.26	[16, 10, 0, 11, 12, 17, 9, 4, 5, 14, 2, 3, 13, 1, 7, 19, 18, 8, 15, 6]
